RES_ID,RESPONSE,LABEL,RESPONSE_CLN,RESPONSE_CLN2,count_word,count_word_cln,count_word_cln2,avg_word_length,avg_word_length_cln,is_sumbang,is_kerja,is_upaya,is_memilih,is_pabrik,is_membantu,is_orang,is_pekerja,is_produksi,is_menyumbang,is_beretika,is_layak,is_pakaian,is_konsumen,is_pahala,is_kondisi,is_membutuhkan,is_karena,count_stopwords,count_topwords,RESPOND_USED
TRB67,karena masyarakat akan lebih memilih untuk membeli pakaian yang beretika,1,masyarakat memilih membeli pakaian beretika,karena masyarakat akan lebih memilih untuk membeli pakaian yang beretika,10,5,10,6.3,7.8,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,5,3,karena masyarakat akan lebih memilih untuk membeli pakaian yang beretika 0 0 0 0 0
TRB68,karena menampilkan gambar yang mengejutkan tentang kondisi kerja di sebuah pabrik pakaian membuat pembeli merasa kasian dan berniat untuk menyumbang,1,menampilkan gambar mengejutkan kondisi kerja pabrik pakaian pembeli kasian berniat menyumbang,karena menampilkan gambar yang mengejutkan tentang kondisi kerja sebuah pabrik pakaian membuat pembeli merasa kasian berniat untuk menyumbang,20,11,18,6.45,7.545454545454546,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,9,5,karena menampilkan gambar yang mengejutkan tentang kondisi kerja sebuah pabrik pakaian membuat pembeli merasa kasian
TRB69,karena menyumbang merupakan kegiatan amal yang dapat bermanfaat bagi banyak orang,1,menyumbang kegiatan amal bermanfaat orang,karena menyumbang merupakan kegiatan amal yang dapat bermanfaat bagi banyak orang,11,5,11,6.454545454545454,7.4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,6,2,karena menyumbang merupakan kegiatan amal yang dapat bermanfaat bagi banyak orang 0 0 0 0
TRB70,Mengurangi sampah lingkungan dan polusi;,0,mengurangi sampah lingkungan polusi,mengurangi sampah lingkungan polusi,5,4,4,7.2,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,mengurangi sampah lingkungan polusi 0 0 0 0 0 0 0 0 0 0 0
TRB71,karena menolak harga yg terlalu tinggi,0,menolak harga,karena menolak harga terlalu tinggi,6,2,5,5.5,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,karena menolak harga terlalu tinggi 0 0 0 0 0 0 0 0 0 0
TRB72,tampilan kondisi kerja pada pabrik,1,tampilan kondisi kerja pabrik,tampilan kondisi kerja pada pabrik,5,4,5,6.0,6.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,tampilan kondisi kerja pada pabrik 0 0 0 0 0 0 0 0 0 0
TRB73,karena akan bermanfaat bagi yg membutuhkan,1,bermanfaat membutuhkan,karena akan bermanfaat bagi membutuhkan,6,2,5,6.166666666666667,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,karena akan bermanfaat bagi membutuhkan 0 0 0 0 0 0 0 0 0 0
TRB74,"karena,orang-orang tersebut bersimpati tentang kondisi kerja di sebuah pabrik pakaian.",1,orang orang bersimpati kondisi kerja pabrik pakaian,karena orang orang tersebut bersimpati tentang kondisi kerja sebuah pabrik pakaian,10,7,11,7.7,6.428571428571429,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,4,3,karena orang orang tersebut bersimpati tentang kondisi kerja sebuah pabrik pakaian 0 0 0 0
TRB75,karena konsumen melihat kondisi kerja pabrib yang kurang layak,1,konsumen kondisi kerja pabrib layak,karena konsumen melihat kondisi kerja pabrib yang kurang layak,9,5,9,6.0,6.2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,4,4,karena konsumen melihat kondisi kerja pabrib yang kurang layak 0 0 0 0 0 0
TRB76,"karena mereka menyumbangkan semua pakaiannya beralasan karena pakaian itu sudah tak suka lagi di pakai,sehingga mereka menyumbangkannya",1,menyumbangkan pakaiannya beralasan pakaian suka pakai menyumbangkannya,karena mereka menyumbangkan semua pakaiannya beralasan karena pakaian sudah suka lagi pakai sehingga mereka menyumbangkannya,17,7,15,7.0,9.142857142857142,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,10,1,karena mereka menyumbangkan semua pakaiannya beralasan karena pakaian sudah suka lagi pakai sehingga mereka menyumbangkannya
TRB77,"karena di luar sana masih banyak yang membutuhkan, sehingga tidak sepenuhnya sumbangan tersebut digunakan untuk pakaian saja. tapi juga untuk yg lain",0,membutuhkan sepenuhnya sumbangan pakaian,karena luar sana masih banyak yang membutuhkan sehingga tidak sepenuhnya sumbangan tersebut digunakan untuk pakaian saja tapi juga untuk lain,22,4,20,5.818181818181818,9.25,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,17,1,karena luar sana masih banyak yang membutuhkan sehingga tidak sepenuhnya sumbangan tersebut digunakan untuk pakaian
TRB78,karena sebagai upaya untuk membuat produksi pakaian menjadi lebih beretika,0,upaya produksi pakaian beretika,karena sebagai upaya untuk membuat produksi pakaian menjadi lebih beretika,10,4,10,6.5,7.0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,6,4,karena sebagai upaya untuk membuat produksi pakaian menjadi lebih beretika 0 0 0 0 0
TRB79,tentang kondisi kerja di sebuah pabrik pakaian sebagai upaya untuk membuat produksi pakain menjadi beretika,1,kondisi kerja pabrik pakaian upaya produksi pakain beretika,tentang kondisi kerja sebuah pabrik pakaian sebagai upaya untuk membuat produksi pakain menjadi beretika,15,8,14,6.2,6.5,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,7,7,tentang kondisi kerja sebuah pabrik pakaian sebagai upaya untuk membuat produksi pakain menjadi beretika 0
TRB80,karena agar pabrik membuat atau memproduksi pakaian menjadi lebih beretika dan memastikan bahwa pekerja mendapatkan upah yg layak,1,pabrik memproduksi pakaian beretika pekerja upah layak,karena agar pabrik membuat atau memproduksi pakaian menjadi lebih beretika memastikan bahwa pekerja mendapatkan upah layak,18,7,16,6.222222222222222,6.857142857142857,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,1,11,5,karena agar pabrik membuat atau memproduksi pakaian menjadi lebih beretika memastikan bahwa pekerja mendapatkan upah
TRB81,karena ada istilah lebih baik memberi aripada menerima,0,istilah aripada menerima,karena istilah lebih baik memberi aripada menerima,8,3,7,5.875,7.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,karena istilah lebih baik memberi aripada menerima 0 0 0 0 0 0 0 0
TRB82,untuk mengurangi penggunan air,0,mengurangi penggunan air,untuk mengurangi penggunan,4,3,3,6.75,7.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,untuk mengurangi penggunan 0 0 0 0 0 0 0 0 0 0 0 0
TRB83,karena menyumbang itu bagus dan mendapatkan pahala,0,menyumbang bagus pahala,karena menyumbang bagus mendapatkan pahala,7,3,5,6.285714285714286,7.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,4,2,karena menyumbang bagus mendapatkan pahala 0 0 0 0 0 0 0 0 0 0
TRB84,karena mereka melihat tampilan gambar tentang kondisi kerja di sebuah pabrik pakaian yang mungkin menentang prinsip produksi pakaian yang beretika,1,tampilan gambar kondisi kerja pabrik pakaian menentang prinsip produksi pakaian beretika,karena mereka melihat tampilan gambar tentang kondisi kerja sebuah pabrik pakaian yang mungkin menentang prinsip produksi pakaian yang beretika,20,11,19,6.35,7.090909090909091,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,9,7,karena mereka melihat tampilan gambar tentang kondisi kerja sebuah pabrik pakaian yang mungkin menentang prinsip
TRB85,karena masyarakat lebih suka berbagi satu sama lain dan saling peduli satu sama lain,0,masyarakat suka berbagi peduli,karena masyarakat lebih suka berbagi satu sama lain saling peduli satu sama lain,14,4,13,5.071428571428571,6.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,karena masyarakat lebih suka berbagi satu sama lain saling peduli satu sama lain 0 0
TRB86,memilih,0,memilih,memilih,1,1,1,7.0,7.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,memilih 0 0 0 0 0 0 0 0 0 0 0 0 0 0
TRB87,karena pakaian tersebut sudah tidak layak untuk dipakai da tidak beretika dengan baik,1,pakaian layak dipakai beretika,karena pakaian tersebut sudah tidak layak untuk dipakai tidak beretika dengan baik,13,4,12,5.615384615384615,6.75,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,8,3,karena pakaian tersebut sudah tidak layak untuk dipakai tidak beretika dengan baik 0 0 0
TRB88,karna perbuatan menyumbang untuk orang yang tidak mampu itu sangat mulia dan banyak mendapatkan pahala,1,perbuatan menyumbang orang mulia pahala,karna perbuatan menyumbang untuk orang yang tidak mampu sangat mulia banyak mendapatkan pahala,15,5,13,5.866666666666666,7.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,10,3,karna perbuatan menyumbang untuk orang yang tidak mampu sangat mulia banyak mendapatkan pahala 0 0
TRB89,"menurut saya, kebanyakkan orang menyumbang karena orang-orang itu ingin memproduksi pakaian yang baru.",1,kebanyakkan orang menyumbang orang orang memproduksi pakaian,menurut saya kebanyakkan orang menyumbang karena orang orang ingin memproduksi pakaian yang baru,13,7,13,6.923076923076923,7.714285714285714,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,5,3,menurut saya kebanyakkan orang menyumbang karena orang orang ingin memproduksi pakaian yang baru 0 0
TRB90,"9/10 orang memilih menyumbang karena kondisi pakaian yang ingin mereka pakai bukan seperti yang diinginkan mereka setelah melihat layar tersebut, bisa jadi banyaknya bahan kimia yang digunakan dalam pembuatan pakaian yang akan mengganggu konsumen dalam pemakaiannya seperti gangguan kesehatan dan pakaian yang tidak tahan lama.",1,orang memilih menyumbang kondisi pakaian pakai layar banyaknya bahan kimia pembuatan pakaian mengganggu konsumen pemakaiannya gangguan kesehatan pakaian tahan,orang memilih menyumbang karena kondisi pakaian yang ingin mereka pakai bukan seperti yang diinginkan mereka setelah melihat layar tersebut bisa jadi banyaknya bahan kimia yang digunakan dalam pembuatan pakaian yang akan mengganggu konsumen dalam pemakaiannya seperti gangguan kesehatan pakaian yang tidak tahan lama,45,19,43,6.288888888888889,7.368421052631579,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,23,8,orang memilih menyumbang karena kondisi pakaian yang ingin mereka pakai bukan seperti yang diinginkan mereka
TRB91,KARENA PRIHATIN MELIHAT KEADAAN PARA PEKERJA PABRIK,1,prihatin pekerja pabrik,karena prihatin melihat keadaan para pekerja pabrik,7,3,7,6.428571428571429,7.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,4,2,karena prihatin melihat keadaan para pekerja pabrik 0 0 0 0 0 0 0 0
TRB92,Karena pakaian yang dibeli merupakan fast fashion yang tidak dapat bertahan lama sehingga kebanyakan orang memilioh untuk menyumbangkan pakaian seharga 2 euro tersebut,0,pakaian dibeli fast fashion bertahan kebanyakan orang memilioh menyumbangkan pakaian seharga euro,karena pakaian yang dibeli merupakan fast fashion yang tidak dapat bertahan lama sehingga kebanyakan orang memilioh untuk menyumbangkan pakaian seharga euro tersebut,23,12,22,6.304347826086956,7.166666666666667,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,10,3,karena pakaian yang dibeli merupakan fast fashion yang tidak dapat bertahan lama sehingga kebanyakan orang
TRB93,karna orang-orang berprihatin terhadap pabrik-pabrik yang kekurangan dana,0,orang orang berprihatin pabrik pabrik kekurangan dana,karna orang orang berprihatin terhadap pabrik pabrik yang kekurangan dana,8,7,10,8.25,6.714285714285714,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,karna orang orang berprihatin terhadap pabrik pabrik yang kekurangan dana 0 0 0 0 0
TRB94,karena kalau disimpan pakaiannya akan kekecilan dan masih banyak yang membutuhkannya.,0,disimpan pakaiannya kekecilan membutuhkannya,karena kalau disimpan pakaiannya akan kekecilan masih banyak yang membutuhkannya,11,4,10,6.818181818181818,10.25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,7,0,karena kalau disimpan pakaiannya akan kekecilan masih banyak yang membutuhkannya 0 0 0 0 0
TRB95,"karena, pakaiannya akan menjadi lebih beretika",1,pakaiannya beretika,karena pakaiannya akan menjadi lebih beretika,6,2,6,6.833333333333333,9.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,3,1,karena pakaiannya akan menjadi lebih beretika 0 0 0 0 0 0 0 0 0
TRB96,karna menyumbang adalah bekal untuk menuju surga,0,menyumbang bekal surga,karna menyumbang adalah bekal untuk menuju surga,7,3,7,6.0,6.666666666666667,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,1,karna menyumbang adalah bekal untuk menuju surga 0 0 0 0 0 0 0 0
TRB97,karena dengan menyumbang untuk membuat produksi pakaian menjadi lebih beretika,1,menyumbang produksi pakaian beretika,karena dengan menyumbang untuk membuat produksi pakaian menjadi lebih beretika,10,4,10,6.9,8.25,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,6,4,karena dengan menyumbang untuk membuat produksi pakaian menjadi lebih beretika 0 0 0 0 0
TRB98,karena jika ikhlas menyumangkan sedikit uang kita untuk anak yatim atau ke panti asuhan kita akan mendapatkan pahala yang setimpal.,0,ikhlas menyumangkan uang anak yatim panti asuhan pahala setimpal,karena jika ikhlas menyumangkan sedikit uang kita untuk anak yatim atau panti asuhan kita akan mendapatkan pahala yang setimpal,20,9,19,5.6,6.222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,11,1,karena jika ikhlas menyumangkan sedikit uang kita untuk anak yatim atau panti asuhan kita akan
TRB99,karena jika mereka menyumbangkan dengan barang akan berguna kedepanya,0,menyumbangkan barang berguna kedepanya,karena jika mereka menyumbangkan dengan barang akan berguna kedepanya,9,4,9,6.777777777777778,8.75,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,0,karena jika mereka menyumbangkan dengan barang akan berguna kedepanya 0 0 0 0 0 0
TRB100,untuk meningkatkan kualitas barang yang memuaskan untuk konsumen da menjadikan produksi pakaian menjadi lebih beretika,0,meningkatkan kualitas barang memuaskan konsumen menjadikan produksi pakaian beretika,untuk meningkatkan kualitas barang yang memuaskan untuk konsumen menjadikan produksi pakaian menjadi lebih beretika,15,9,14,6.933333333333334,8.444444444444445,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,5,4,untuk meningkatkan kualitas barang yang memuaskan untuk konsumen menjadikan produksi pakaian menjadi lebih beretika 0
TRB101,"pakian awet adalah alternatif terhadap fast fashion. pakian awet lebih mahal biaya produk dan harga belinya, tetapi karena pakaian itu di buat untuk bertahan dengan lama",0,pakian awet alternatif fast fashion pakian awet mahal biaya produk harga belinya pakaian bertahan,pakian awet adalah alternatif terhadap fast fashion pakian awet lebih mahal biaya produk harga belinya tetapi karena pakaian buat untuk bertahan dengan lama,26,14,23,5.538461538461538,6.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,12,1,pakian awet adalah alternatif terhadap fast fashion pakian awet lebih mahal biaya produk harga belinya
TRB102,"Menurut saya, para konsumen yang mengerti kondisi kerja yang tidak layak, mereka akan merasa iba dan lebih mengiklaskan 2 Euro tersebut dibanding membeli kaosnya. Sehingga para pekerja bisa mempunyai kondisi kerja dan penghasilan yang baik.",1,konsumen mengerti kondisi kerja layak iba mengiklaskan euro dibanding membeli kaosnya pekerja kondisi kerja penghasilan,menurut saya para konsumen yang mengerti kondisi kerja yang tidak layak mereka akan merasa lebih mengiklaskan euro tersebut dibanding membeli kaosnya sehingga para pekerja bisa mempunyai kondisi kerja penghasilan yang baik,35,15,31,5.885714285714286,7.0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,17,6,menurut saya para konsumen yang mengerti kondisi kerja yang tidak layak mereka akan merasa lebih
TRB103,Karena menurut mereka pakaian tersebut tidak beretika.,1,pakaian beretika,karena menurut mereka pakaian tersebut tidak beretika,7,2,7,6.857142857142857,7.5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,5,1,karena menurut mereka pakaian tersebut tidak beretika 0 0 0 0 0 0 0 0
TRB104,karna itu lebih bermanfaat untuk orang lain daripada harus terbuang sia-sia,1,bermanfaat orang terbuang sia sia,karna lebih bermanfaat untuk orang lain daripada harus terbuang,11,5,9,5.909090909090909,5.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7,1,karna lebih bermanfaat untuk orang lain daripada harus terbuang 0 0 0 0 0 0
TRB105,2 euro tersebut sbg upaya untuk prokduksi pakaian menjadi beretika,1,euro sbg upaya prokduksi pakaian beretika,euro tersebut upaya untuk prokduksi pakaian menjadi beretika,10,6,8,5.7,6.0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,3,euro tersebut upaya untuk prokduksi pakaian menjadi beretika 0 0 0 0 0 0 0
TRB106,karna dapat membantu orang,0,membantu orang,karna dapat membantu orang,4,2,4,5.75,6.5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,2,karna dapat membantu orang 0 0 0 0 0 0 0 0 0 0 0
TRB107,Karena kasihan dengan kondisi para pekerja.,1,kasihan kondisi pekerja,karena kasihan dengan kondisi para pekerja,6,3,6,6.333333333333333,7.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,3,1,karena kasihan dengan kondisi para pekerja 0 0 0 0 0 0 0 0 0
TRB108,karena pakain tersebut tidak layak untuk dipakai,0,pakain layak dipakai,karena pakain tersebut tidak layak untuk dipakai,7,3,7,6.0,6.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1,karena pakain tersebut tidak layak untuk dipakai 0 0 0 0 0 0 0 0
TRB109,"Karena daripada dibuang dan menjadi sampah, lebih baik disumbangkan.",0,dibuang sampah disumbangkan,karena daripada dibuang menjadi sampah lebih baik disumbangkan,9,3,8,6.666666666666667,8.333333333333334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,karena daripada dibuang menjadi sampah lebih baik disumbangkan 0 0 0 0 0 0 0
TRB110,karena konsumen berpikir lebih baik menyumbang kan ny dari pada harus menjual ny.,1,konsumen berpikir menyumbang menjual,karena konsumen berpikir lebih baik menyumbang dari pada harus menjual,13,4,10,5.3076923076923075,8.25,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,7,2,karena konsumen berpikir lebih baik menyumbang dari pada harus menjual 0 0 0 0 0
TRB111,karena akan lebih baik lagi dari sebelumnya.,1,,karena akan lebih baik lagi dari sebelumnya,7,1,7,5.428571428571429,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,karena akan lebih baik lagi dari sebelumnya 0 0 0 0 0 0 0 0
TRB112,karena pakaian itu beretika,0,pakaian beretika,karena pakaian beretika,4,2,3,6.0,7.5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2,2,karena pakaian beretika 0 0 0 0 0 0 0 0 0 0 0 0
TRB113,karena banyak yang membutuhkan,0,membutuhkan,karena banyak yang membutuhkan,4,1,4,6.75,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,karena banyak yang membutuhkan 0 0 0 0 0 0 0 0 0 0 0
TRB114,"karena kalau dibuang dapat merugikan,makanya sebagian besar orang menyumbangkannya.",0,dibuang merugikan orang menyumbangkannya,karena kalau dibuang dapat merugikan makanya sebagian besar orang menyumbangkannya,9,4,10,8.333333333333334,9.25,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,5,1,karena kalau dibuang dapat merugikan makanya sebagian besar orang menyumbangkannya 0 0 0 0 0
TRB115,kerena mereka ingin membantu perusahaan itu untuk membuat produksi pakaian menjadi lebih beretika dan membantu karyawan nya mendapat upah layak dan kondisi kerja yang baik;,0,kerena membantu perusahaan produksi pakaian beretika membantu karyawan upah layak kondisi kerja,kerena mereka ingin membantu perusahaan untuk membuat produksi pakaian menjadi lebih beretika membantu karyawan mendapat upah layak kondisi kerja yang baik,25,12,21,5.92,7.0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,12,8,kerena mereka ingin membantu perusahaan untuk membuat produksi pakaian menjadi lebih beretika membantu karyawan mendapat
TRB116,Sebagai upaya untuk membuat produksi pakaian menjadi lebih beretika.,1,upaya produksi pakaian beretika,sebagai upaya untuk membuat produksi pakaian menjadi lebih beretika,9,4,9,6.666666666666667,7.0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,5,3,sebagai upaya untuk membuat produksi pakaian menjadi lebih beretika 0 0 0 0 0 0
TRB117,"karena jika membeli pakaian lagi akan memenuhi pakaian lemari dan yg sudah tdk layak akan dibaung,maka kebanyakan orng memilih untuk disumbangkan kpda orng lain dan sumbangan baju tersebut layak untuk diapakai yg kurang mampu",0,membeli pakaian memenuhi pakaian lemari tdk layak dibaung kebanyakan orng memilih disumbangkan kpda orng sumbangan baju layak diapakai,karena jika membeli pakaian lagi akan memenuhi pakaian lemari sudah layak akan dibaung maka kebanyakan orng memilih untuk disumbangkan kpda orng lain sumbangan baju tersebut layak untuk diapakai kurang mampu,34,18,30,5.647058823529412,6.5,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,16,5,karena jika membeli pakaian lagi akan memenuhi pakaian lemari sudah layak akan dibaung maka kebanyakan
TRB118,karena konsumen melihat dari kondisi kerja di sebuah pabrik pakaian tersebut kurang beretika sehingga mereka menyumbangkan 2 Euro untuk membuat produksi pakaian yang lebih beretika.,1,konsumen kondisi kerja pabrik pakaian beretika menyumbangkan euro produksi pakaian beretika,karena konsumen melihat dari kondisi kerja sebuah pabrik pakaian tersebut kurang beretika sehingga mereka menyumbangkan euro untuk membuat produksi pakaian yang lebih beretika,25,11,23,6.28,7.363636363636363,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0,1,0,1,13,8,karena konsumen melihat dari kondisi kerja sebuah pabrik pakaian tersebut kurang beretika sehingga mereka menyumbangkan
TRB119,"menurut saya, kebayakan orang memilih untuk menyumbang karena mungkin saja setelah melihat kondisi kerja di pabrik tersebut, masyarakat menaruh harapan kelak perusahaan tersebut dapat memproduksi pakaian menjadi lebih beretika,",1,kebayakan orang memilih menyumbang kondisi kerja pabrik masyarakat menaruh harapan kelak perusahaan memproduksi pakaian beretika,menurut saya kebayakan orang memilih untuk menyumbang karena mungkin saja setelah melihat kondisi kerja pabrik tersebut masyarakat menaruh harapan kelak perusahaan tersebut dapat memproduksi pakaian menjadi lebih beretika,29,15,28,6.862068965517241,7.6,0,1,0,1,1,0,1,0,1,1,1,0,1,0,0,1,0,1,12,7,menurut saya kebayakan orang memilih untuk menyumbang karena mungkin saja setelah melihat kondisi kerja pabrik
TRB120,karna penyumbangan itu baik untuk membuat prodouksi pakaian menjadi lebih beretika,0,penyumbangan prodouksi pakaian beretika,karna penyumbangan baik untuk membuat prodouksi pakaian menjadi lebih beretika,11,4,10,6.545454545454546,9.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,7,2,karna penyumbangan baik untuk membuat prodouksi pakaian menjadi lebih beretika 0 0 0 0 0
TRB121,karena menyumbang itu sama saja menolong orang lain yang sedang kesusahan,1,menyumbang menolong orang kesusahan,karena menyumbang sama saja menolong orang lain yang sedang kesusahan,11,4,10,5.7272727272727275,8.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,7,2,karena menyumbang sama saja menolong orang lain yang sedang kesusahan 0 0 0 0 0
TRB122,kebanyakan orang memilih untuk menyumbang supaya pabrik pakaian tersebut memperbaiki kondisi kerja produksi pakaian yang lebih beretika,1,kebanyakan orang memilih menyumbang pabrik pakaian memperbaiki kondisi kerja produksi pakaian beretika,kebanyakan orang memilih untuk menyumbang supaya pabrik pakaian tersebut memperbaiki kondisi kerja produksi pakaian yang lebih beretika,17,12,17,7.0,7.583333333333333,0,1,0,1,1,0,1,0,1,1,1,0,1,0,0,1,0,0,5,10,kebanyakan orang memilih untuk menyumbang supaya pabrik pakaian tersebut memperbaiki kondisi kerja produksi pakaian yang
TRB123,"agar dapat membantu menjadi lebih mudah, dan membuat barang produksi lebih diminati",1,membantu mudah barang produksi diminati,agar dapat membantu menjadi lebih mudah membuat barang produksi lebih diminati,12,5,11,6.0,7.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7,2,agar dapat membantu menjadi lebih mudah membuat barang produksi lebih diminati 0 0 0 0
TRB124,karena melihat gambar tentang kondisi kerja subuah pabrik pakaian,0,gambar kondisi kerja subuah pabrik pakaian,karena melihat gambar tentang kondisi kerja subuah pabrik pakaian,9,6,9,6.333333333333333,6.166666666666667,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,3,4,karena melihat gambar tentang kondisi kerja subuah pabrik pakaian 0 0 0 0 0 0
TRB125,karena menyumbang adalah hal yang baik untuk masyarakat yang miskin atau tidak mampu,0,menyumbang masyarakat miskin,karena menyumbang adalah yang baik untuk masyarakat yang miskin atau tidak mampu,13,3,12,5.538461538461538,8.666666666666666,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10,1,karena menyumbang adalah yang baik untuk masyarakat yang miskin atau tidak mampu 0 0 0
TRB126,"karena konsumen-konsumen tersebut sudah tahu dan sadar bagaimana buruknya kondisi kerja di salah satu pabrik pakaian. maka dari itu, 9 dari 10 konsumen memilih untuk menyumbangkan kaus 2 euro tersebut untuk meningkatkan kondisi kerja di pabrik-pabrik pakaian.",1,konsumen konsumen sadar buruknya kondisi kerja salah pabrik pakaian konsumen memilih menyumbangkan kaus euro meningkatkan kondisi kerja pabrik pabrik pakaian,karena konsumen konsumen tersebut sudah tahu sadar bagaimana buruknya kondisi kerja salah satu pabrik pakaian maka dari dari konsumen memilih untuk menyumbangkan kaus euro tersebut untuk meningkatkan kondisi kerja pabrik pabrik pakaian,37,20,32,6.027027027027027,6.9,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,1,15,7,karena konsumen konsumen tersebut sudah tahu sadar bagaimana buruknya kondisi kerja salah satu pabrik pakaian
TRB127,karena mereka telah melihat bagaimana kondisi kerja di sebuah pabrik,0,kondisi kerja pabrik,karena mereka telah melihat bagaimana kondisi kerja sebuah pabrik,10,3,9,5.9,6.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,7,3,karena mereka telah melihat bagaimana kondisi kerja sebuah pabrik 0 0 0 0 0 0
TRB128,karena konsumen ingin berupaya untuk membuat produksi menjad lebih beretika,0,konsumen berupaya produksi menjad beretika,karena konsumen ingin berupaya untuk membuat produksi menjad lebih beretika,10,5,10,6.6,7.6,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,5,3,karena konsumen ingin berupaya untuk membuat produksi menjad lebih beretika 0 0 0 0 0
TRB129,karena lebih baik menyumbang daripada membeli,0,menyumbang membeli,karena lebih baik menyumbang daripada membeli,6,2,6,6.666666666666667,8.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,1,karena lebih baik menyumbang daripada membeli 0 0 0 0 0 0 0 0 0
TRB130,karena mengurangi sampah lingkungan dan polusi,0,mengurangi sampah lingkungan polusi,karena mengurangi sampah lingkungan polusi,6,4,5,6.833333333333333,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,karena mengurangi sampah lingkungan polusi 0 0 0 0 0 0 0 0 0 0
